APP_NAME,APP_VERSION_NAME,COUNTRY,LAST_MODIFIED_AT,REVIEW_TEXT,RATING,DEVELOPER_REPLY_DATE_AND_TIME,DEVELOPER_REPLY_TEXT,REVIEW_LINK,OS,Primary Topic,Secondary Topic,Other,REVIEW ENGLISH,MONTH,DATE,TIME
Wallbox,2.6.0(2021-06-14),DE,2021-06-22T12:47:03.000Z,"Grundsätzlich eine gute übersichtliche App. Allerdings scheint es keine Multiuser Funktionalität zu geben, wodurch ich die wallbox mit mehreren Accounts nutzen könnte. Weiterhin gab es bei der Anmeldung ein durcheinander bei der Erstellung eines gültigen Accounts.",3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGpIhEG-_LeR7u8ogeInx4c9CQYSxbpmsC0_O8LvDy-jAq8u9TpKim8RoyTBu39WnZRDN177rPY5FasRg&corpus=PUBLIC_REVIEWS,Android,First Linkage,Multi Account,,"Basically a good clear app. However, there seems to be no multi-music functionality, which could use the wallbox with multiple accounts. Furthermore, there was a mess in the creation of a valid account when registering.",6,2021-06-22,12:47:03.000Z
Wallbox,2.6.0(2021-06-14),ES,2021-06-24T13:47:02.000Z,"Otra nueva actualización y ahora no me entra en el programa, sale una nueva actualización del Kernel y no me deja instalarla. No se qué hacer ya, muy mal por parte de las actualizaciones, estropean más que mejoran",1,2021-03-24T09:23:33.000Z,"Hola Yosu, muchas gracias por tu feedback. A nuestro departamento de atención al cliente le interesaría saber más de tu problema para resolverlo cuanto antes. Por favor, accede a este enlace https://support.wallbox.com/es/ para dar más información o sino también lo puedes hacer a través de la app de myWallbox.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOHo7HWBn466KKz65qAZWvBgvpPZQunPmCeT2rX4bP23RyUWUpgsyngZ8wVdNZgc9wwsHbIGS0vRtTzrEw&corpus=PUBLIC_REVIEWS,Android,Update Process,,,"Another new update and now I do not enter the program, a new kernel update comes out and it does not let me install it. I do not know what to do, very bad from the updates, they spoil more than improve",6,2021-06-24,13:47:02.000Z
Wallbox,2.6.0(2021-06-14),EN,2021-06-25T05:42:13.000Z,"App is pretty simple and yet can't get the basics working. Tries to connect via BT first only trying WiFi when that eventually fails, and does this on almost every screen change. Hardware is unable to reliably stay connected to WiFi for any length of time despite strong signal. Unable to override a schedule if you're in need of charge 'now'. Past session history has no data. Upgrades all took multiple attempts as they kept failing for unknown reasons. 'Dumbest' smart charger going.",1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFN39aTmM3F3ZS0CrizfqLfTvJQlweHNC2AU4LfDlARztbNzyioF-auvB2-DnVI_yPwZAgcLNrpqYrUaw&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"App is pretty simple and yet can't get the basics working. Tries to connect via BT first only trying WiFi when that eventually fails, and does this on almost every screen change. Hardware is unable to reliably stay connected to WiFi for any length of time despite strong signal. Unable to override a schedule if you're in need of charge 'now'. Past session history has no data. Upgrades all took multiple attempts as they kept failing for unknown reasons. 'Dumbest' smart charger going.",6,2021-06-25,05:42:13.000Z
Wallbox,2.7.0(2021-06-24),EN,2021-07-08T07:28:03.000Z,"Worked ok for the first few days, now just won't connect to the charger so pretty useless.",2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFrignIkVrPrjcCE65RDYUU8QuWUg-Sz0SF2OOCn1iT1ZvEntvjjZSHkn4d8PvAeTy10BaEvuSCaNwu_Q&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Worked ok for the first few days, now just won't connect to the charger so pretty useless.",7,2021-07-08,07:28:03.000Z
Wallbox,2.7.0(2021-06-24),DE,2021-07-10T10:33:50.000Z,Alles eigentlich sehr gut bis auf die doch sehr sehr lange Verbindung mit dem WLan. Wann kommt den die Anbindung an eine PV Anlage mit Überschussladung?,3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOF4wD1zv9lrZ1D5AfzQjq7t-yZB3WJCkWQFISZoDXnFEd4JTxIsbuFS2pZVePEfTmSRmOwEwYmQUsxQiA&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,Everything is very good except for the very very long connection with the WLAN. When is the connection to a PV system with surplus charge?,7,2021-07-10,10:33:50.000Z
Wallbox,2.8.0(2021-07-12),DE,2021-07-14T15:15:39.000Z,Ganz schlecht.Man lässt einem nicht mal die Box anmelden.Warscheinlich wieder ein Schwindel.,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGwcVbIe-TwcBw4TR1B2CD1lAD8lOuO2Sw63AapDdn66-xMhQs-1-gR4OAQcie9qI79IHj496QtdFL8Sw&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,Very bad.man does not even log in the box. Having again a dizziness.,7,2021-07-14,15:15:39.000Z
Wallbox,2.7.0(2021-06-24),EN,2021-07-15T23:03:44.000Z,New Wallbox Plus installed last week. Would like to disable the always on LEDs on the front of the box especially at night as they are way too bright. Also no explanation in the user docs about how Bluetooth and WiFi interact or why the app brings up the message that it wants to connect to the wallbox-xxxxxx WiFi hotspot!! Please explain!,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOF2FcjuMPCpc5udV-YaJ8dh1dHNSR7r6kO8FkXBNZI_1nU0v5URizuSYa1xl4yU89wRHrR3Gs9nFQICJg&corpus=PUBLIC_REVIEWS,Android,Halo Dimming,User Manual,,New Wallbox Plus installed last week. Would like to disable the always on LEDs on the front of the box especially at night as they are way too bright. Also no explanation in the user docs about how Bluetooth and WiFi interact or why the app brings up the message that it wants to connect to the wallbox-xxxxxx WiFi hotspot!! Please explain!,7,2021-07-15,23:03:44.000Z
Wallbox,2.8.0(2021-07-12),FR,2021-07-16T06:13:56.000Z,"Bonjour Je n'arrive pas à me connecter à la Wallbox. Quand j'essaie de me connecter à coté de la Wallbox, une cercle apparaît ""CONNEXION"" puis affiche ""DECONNECTEE"" alors que le câble de charge est branché sur la voiture.",2,2021-09-13T15:18:52.000Z,"Bonjour Bernard, nous nous excusons pour cette erreur, veuillez nous contacter afin de résoudre cette situation dès que possible, https://support.wallbox.com/fr/nous-contacter/ et nous serons heureux de vous aider.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOHLasIwtZ4ht7PEuF_kLCp0XJkIQ5gfwrudzAUtTzhljd3c7wvO6G464eQkjLyvx_nKp0Jmf0QGTQMkDA&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Hello I can not connect to the Wallbox. When I try to connect next to the Wallbox, a circle appears ""connection"" and then displays ""disconnected"" while the charging cable is connected to the car.",7,2021-07-16,06:13:56.000Z
Wallbox,2.8.0(2021-07-12),NL,2021-07-16T20:04:44.000Z,Sinds update geen contact te krijgen met de Wallbox,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGBalhYiIZCaSEAHU7pJ_YgCOZSLLxkfBQdCRjkhy_vH2CQAJzYQltqvvhI8BLOjZR4qWd1DQxOc8UqbQ&corpus=PUBLIC_REVIEWS,Android,Post Update,Connectivity,,Since update no contact with the wallbox,7,2021-07-16,20:04:44.000Z
Wallbox,2.8.0(2021-07-12),IT,2021-07-19T10:44:08.000Z,Installata da qualche mese non si attiva e risulta pertanto impossibile gestire la ricarica. Sono molto delusa.,1,2021-08-30T08:43:45.000Z,"Ciao Loretta, il nostro ufficio di Attenzione al Cliente vorrebbe avere più informazioni in riferimento al suo caso per poterlo risolvere il prima possibile. Per favore usi questo link https://support.wallbox.com/it/ o l’applicazione di Wallbox per fornire più dettagli a rispetto.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGV7x0x7neOGfX58f9xXN9gMeV2pFJJnUw5PfG3eK5EgpVrQ-ezG6ikts5cwA_Bih9m-rxJXZzEagOqNQ&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,Installed for a few months it is not activated and it is therefore impossible to manage charging. I am very disappointed.,7,2021-07-19,10:44:08.000Z
Wallbox,,EN,2021-07-20T15:18:14.000Z,I am still unable to load this app i am sure its me but all the other apps have loaded but not this one,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFWHukfIQpO4oCmaJBb0MjQ4G9Aqqtww62NfSyM57JbfYiTV69O7OSdsR_SKl1QXexEJTFslC-lpHLK7A&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,I am still unable to load this app i am sure its me but all the other apps have loaded but not this one,7,2021-07-20,15:18:14.000Z
Wallbox,2.8.0(2021-07-12),EN,2021-07-22T06:02:14.000Z,"Terrible app, worse with every update. Shows wallbox available but unable to connect. Unable to sync stats.",1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGkiNZcbLpZAIFdn-CF9GNoBNlLnJ7RMXXYjjzo90NBVUQT4J3xSG6SFHNZiiliy102dBcWUHUM8VrFiQ&corpus=PUBLIC_REVIEWS,Android,Post Update,Connectivity,Charging History,"Terrible app, worse with every update. Shows wallbox available but unable to connect. Unable to sync stats.",7,2021-07-22,06:02:14.000Z
Wallbox,2.8.0(2021-07-12),DE,2021-07-23T12:08:52.000Z,"Positiv: Ich nutze die Wallbox Pulsar Plus seit ca. 5 Monaten täglich, um meien Passat GTE aufzuladen. Die Wallbox tut, was sie soll! Negativ: 1. Verbindung mit meinem W-Lan ist nicht möglich. Das W-Lan wird erkannt, aber das Passwort nicht akzeptiert. Könnte an bestimmten Sonderzeichen liegen (altes Linux-Problem?). W-Lan über Hotspot mit anderem PW klappt jedenfalls. 2. Ladestatistik wird nicht (mehr) korrekt angezeigt. Mein Fahrzeug mit 11 kWh Akku soll über 40 kWh geladen haben.",3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFQaOfcD3It9u_vuKjNt2K3wttTJhUQzbt7LrRnP7TMzyvGpoCmeUus7kl9z3uaakY7QcRzHpliUzsftw&corpus=PUBLIC_REVIEWS,Android,Connectivity,WLAN Password,Charging History,"Positive: I use the Wallbox Pulsar Plus for about 5 months daily to charge Meien Passat Gte. The wallbox does what you should! Negative: 1. Connection with my W-LAN is not possible. The W-LAN is recognized, but the password is not accepted. Could be at certain special characters (old Linux problem?). Wi-Fi via Hotspot with other PW works at any rate. 2. Charging statistics are not displayed correctly. My vehicle with 11 kWh battery should have loaded over 40 kWh.",7,2021-07-23,12:08:52.000Z
Wallbox,2.8.0(2021-07-12),EN,2021-07-23T16:09:02.000Z,"Unresponsive app, most of the fearure are not even ready",1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFpJ8VXJvwxGpUuSem6mU_5o9A3-FpSxWdej_RQxZ0w0CI9YwNLBreJgBfVZuGucgTTuXMre_6nRMUsHw&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Unresponsive app, most of the fearure are not even ready",7,2021-07-23,16:09:02.000Z
Wallbox,2.8.0(2021-07-12),EN,2021-07-27T11:20:49.000Z,App have very poor connectivity and its only work for on/off and your session details but not live session.,2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOERSiZhMrx39ot9spfEX3B1xTUGZOBE3yAcdtTwaz7EvABTNdv-rhSXyv-mRA67Bgz9tyo0yKwurHRkWA&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,App have very poor connectivity and its only work for on/off and your session details but not live session.,7,2021-07-27,11:20:49.000Z
Wallbox,2.8.0(2021-07-12),EN,2021-07-28T08:59:46.000Z,"Pretty basic. Needs better monitoring/reporting of charge actvity to reflect the different tariffs avialible between day and night. Just reporting from plug in to unplug, not sophisticated enough for a rapidly changing range of tariff options, and needs.",2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOHV3m7-uPwRFAiKX81JLWTG_WrlYgD52Uj72BdbpqXr4E3g_lNQROn769gberwK80RKvR2YnE-AJ51uiA&corpus=PUBLIC_REVIEWS,Android,Stats,Schedules,,"Pretty basic. Needs better monitoring/reporting of charge actvity to reflect the different tariffs avialible between day and night. Just reporting from plug in to unplug, not sophisticated enough for a rapidly changing range of tariff options, and needs.",7,2021-07-28,08:59:46.000Z
Wallbox,2.8.0(2021-07-12),ES,2021-07-28T09:15:24.000Z,Imposible entrar a la app. Me he registrado pero no me llega el email. Intento entrar y solo me dice que ha habido un problema. Intento recuperar la contraseña pero tampoco me llega email....ya no me quedan opciones...,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFvztSZZ-rUA9YNaOx7yD1OpXDDffniMAvO5CiFOTEESQpT4MKl9qfjYPqKMU6rd4gwd9roZQaYG5vkzw&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,Impossible to enter the APP. I have registered but I do not get the email. I try to enter and only tell me that there has been a problem. I try to recover the password but I do not get email either ... I do not have any options ...,7,2021-07-28,09:15:24.000Z
Wallbox,2.9.1(2021-07-26),ES,2021-07-29T05:25:10.000Z,El sistema en ocasiones hace caso omiso a los horarios de carga que tiene programados y carga cuando quiere. Ya me ha dejado en varias ocasiones el vehículo sin cargar.,2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFnsGHKUFHRdjoiq0tPUIBjFwHlKaLVhXpL9PB3weZZd7OFFjx6LvrS6ySVauNdbsnGfirl1TpczFPfaw&corpus=PUBLIC_REVIEWS,Android,Schedules,,,The system sometimes ignores the load schedules that you have scheduled and load when you want. He has already left me several times the vehicle without loading.,7,2021-07-29,05:25:10.000Z
Wallbox,2.9.1(2021-07-26),EN,2021-07-31T07:34:46.000Z,Big worry that app is not secure and has been highlighted by white hacker in the news. Seems the processor chip used cannot be secured. Also has a new update been made ready for users?,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOF0wXQhwCGwkyvZZkYfRWc2b7n2KPhYHSBpDiWiciNdC0VAHsvWeQIwk2JKchNoJUk0cC647uap3onTjA&corpus=PUBLIC_REVIEWS,Android,Security,,,Big worry that app is not secure and has been highlighted by white hacker in the news. Seems the processor chip used cannot be secured. Also has a new update been made ready for users?,7,2021-07-31,07:34:46.000Z
Wallbox,2.9.1(2021-07-26),ES,2021-07-31T07:52:28.000Z,La última actualización no funciona para el huawei p30. En cambio con mi tablet Samsung si entra. Estuve 3 días sin poder entrar. Es frustrante,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGOtSUeAT2l6472efgL41MY4FgefNkyHXkKVsAi6ZV-48nl9IVtgzLcvdUzY-nI-bAeEjFt7nOo55E6Hg&corpus=PUBLIC_REVIEWS,Android,Update Process,,,The last update does not work for the Huawei P30. Instead with my Samsung Tablet if it enters. I spent 3 days without being able to enter. It's frustrating,7,2021-07-31,07:52:28.000Z
Wallbox,2.9.1(2021-07-26),EN,2021-07-31T13:52:24.000Z,1st use of app this morning. App shows 2403 h 56 min for current session! Has been less than half hour. Kw & kwh appear to be accurate!,3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFu_G2n96wIZgAhwrTs_xvN8hXPGotEFQXRg7RjTqRZ1BYMEx-MoezcGCTBLwEMRJkGzvAG3PZCjv0vgg&corpus=PUBLIC_REVIEWS,Android,Stats,,,1st use of app this morning. App shows 2403 h 56 min for current session! Has been less than half hour. Kw & kwh appear to be accurate!,7,2021-07-31,13:52:24.000Z
Wallbox,2.9.1(2021-07-26),EN,2021-07-31T18:23:42.000Z,This is the worst charger ever. In 5 weeks I've managed to connect only a few times. It takes about 20 min to connect when it works. I'm hoping to have it removed and refunded and get a charger that actually works. If British Airways worked the same way as wallbox only 1 out of 10 planes would not crash. Awful awful awful,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOF8EdTN11a6Khu-ihdxqtZaMtLrSse7x25YdihWTBlkSzw76wyOaY1vRqyZ-9MUiug7HFNyvhSD3vTStg&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,This is the worst charger ever. In 5 weeks I've managed to connect only a few times. It takes about 20 min to connect when it works. I'm hoping to have it removed and refunded and get a charger that actually works. If British Airways worked the same way as wallbox only 1 out of 10 planes would not crash. Awful awful awful,7,2021-07-31,18:23:42.000Z
Wallbox,2.9.1(2021-07-26),EN,2021-08-04T05:34:00.000Z,"Pretty basic app. Since updating to the latest version, the scheduled charge does not work overnight so I wake up with no charge on my car, very frustrating! Please fix this!!",1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOG59MQjGfgpP4tynp8V_GNc8UPHslouejDrwWy1nzmGFvbovazE1QLV_nK0uD9n3gZFbvC7WxDbOoaSzA&corpus=PUBLIC_REVIEWS,Android,Schedules,,,"Pretty basic app. Since updating to the latest version, the scheduled charge does not work overnight so I wake up with no charge on my car, very frustrating! Please fix this!!",8,2021-08-04,05:34:00.000Z
Wallbox,2.9.1(2021-07-26),EN,2021-08-07T20:23:42.000Z,"Charge keeps on disconnecting, connect to the Internet even so it's next to the router. Can't get hold of customer support. Not very great overall. Had it since May and had issues",1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEcaBtM3AmBuUpO-LFplJZKWKF2nE1DDpD1n52ILLiqoJKgjfjRNxGsffLYxF_EmKK0L7DTces7ybOX1g&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Charge keeps on disconnecting, connect to the Internet even so it's next to the router. Can't get hold of customer support. Not very great overall. Had it since May and had issues",8,2021-08-07,20:23:42.000Z
Wallbox,2.9.1(2021-07-26),DA,2021-08-07T21:10:58.000Z,Ikke altid at appe svarer når man åbner den og så er der bare intet at gøre. Kan ofte gå uger mellem at den kan åbne.,2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFVbZYtFtcYb1rbgTmYH4pk2XES-Rhe9GSULAWXi7wMkuaORMqnknjqztVTQFb1aGbO-KHpKlPjlzDwuw&corpus=PUBLIC_REVIEWS,Android,Connectivity,App Load,,Not always ATping answers when you open it and then there is just nothing to do. Can often go weeks between it can open.,8,2021-08-07,21:10:58.000Z
